date,value
2025-04-01,19546.69
2025-04-06,19708.24
2025-04-11,19709.49
2025-04-16,19586.26
2025-04-21,19483.63
2025-04-26,19471.07
2025-05-01,19433.38
2025-05-06,19473.58
2025-05-11,19988.37
2025-05-16,20276.67
2025-05-21,19860.11
2025-05-26,19477.35
2025-05-31,19119.33
2025-06-05,19018.83
2025-06-10,18529.04
2025-06-15,17925.31
2025-06-20,17946.8
2025-06-25,18037.24
2025-06-30,17706.36
2025-07-05,17865.9
2025-07-10,17919.66
2025-07-15,17724.95
2025-07-20,18051.56
2025-07-25,18277.68
2025-07-30,18207.83
2025-08-04,17825.45
2025-08-09,17850.19
2025-08-14,17925.82
2025-08-19,18064.12
2025-08-24,18390.11
2025-08-29,18591.73
2025-09-03,18540.49
2025-09-08,18799.46
2025-09-13,18984.42
2025-09-18,18382.83
2025-09-23,18125.61
2025-09-28,17970.08
2025-10-03,18082.66
2025-10-08,18082.66
2025-10-13,17772.22
2025-10-18,18220.53
2025-10-23,18383.08
2025-10-28,18095.3
2025-11-02,17907.59
2025-11-07,17949.16
2025-11-12,18347.64
2025-11-17,18420.89
2025-11-22,18365.79
2025-11-27,18124.11
2025-12-02,17982.98
2025-12-07,17907.59
2025-12-12,17790.38
2025-12-17,17946.28
2025-12-22,17635.22
2025-12-27,17708.73
2026-01-01,17246.01
2026-01-06,17882.54
2026-01-11,17770.97
2026-01-16,17306.37
2026-01-21,16918.92
2026-01-26,16805.47
2026-01-31,17544.31
2026-02-05,19472.8
2026-02-10,18844.16
2026-02-15,18599.97
2026-02-20,18599.97
2026-02-25,18679.61
2026-03-02,18034.07
2026-03-07,17556.83
2026-03-12,17431.6
2026-03-17,18596.21
2026-03-22,18095.3
2026-03-27,17732.4
2026-04-01,18276.13
2026-04-06,18283.15
2026-04-11,18207.51
2026-04-16,18318.71
2026-04-21,17682.18
2026-04-26,18264.24
2026-05-01,17341.31
2026-05-06,17218.72
2026-05-11,17047.53
2026-05-16,16692.14
2026-05-21,16417.26
2026-05-26,15946.16
2026-05-31,16576.08
2026-06-05,15911.79
2026-06-10,15949.54
2026-06-15,15889.79
2026-06-20,15188.49
2026-06-25,15152.24
2026-06-30,14819.59
2026-07-05,14931.6
2026-07-10,15063.23
2026-07-15,15639.27
2026-07-20,16594.83
2026-07-25,16218.68
2026-07-30,17023.11
2026-08-04,16605.58
2026-08-09,16366.32
2026-08-14,16775.97
2026-08-19,16349.57
2026-08-24,16309.31
2026-08-29,16218.56
2026-09-03,16237.06
2026-09-08,16367.32
2026-09-13,15940.54
2026-09-18,15715.03
