date,value
2016-09-20,1664.7
2016-09-25,1687.19
2016-09-30,1735.37
2016-10-05,1735.37
2016-10-10,1731.52
2016-10-15,1694.26
2016-10-20,1686.55
2016-10-25,1721.88
2016-10-30,1719.31
2016-11-04,1741.06
2016-11-09,1753.32
2016-11-14,1748.16
2016-11-19,1750.1
2016-11-24,1869.43
2016-11-29,2030.06
2016-12-04,1926.85
2016-12-09,1946.84
2016-12-14,1832.02
2016-12-19,1861.05
2016-12-24,1814.6
2016-12-29,1807.51
2017-01-03,1878.47
2017-01-08,1895.88
2017-01-13,1820.41
2017-01-18,1879.76
2017-01-23,1868.14
2017-01-28,1928.78
2017-02-02,1928.78
2017-02-07,1912.65
2017-02-12,1942.97
2017-02-17,2080.37
2017-02-22,2131.98
2017-02-27,2039.09
2017-03-04,2046.19
2017-03-09,2123.6
2017-03-14,2194.55
2017-03-19,2155.2
2017-03-24,2252.61
2017-03-29,2180.36
2017-04-03,2153.07
2017-04-08,2175.7
2017-04-13,2131.09
2017-04-18,2203.5
2017-04-23,2213.2
2017-04-28,2176.35
2017-05-03,2275.27
2017-05-08,2306.95
2017-05-13,2311.48
2017-05-18,2229.37
2017-05-23,2348.33
2017-05-28,2306.31
2017-06-02,2352.86
2017-06-07,2502.22
2017-06-12,2616.01
2017-06-17,2534.84
2017-06-22,2758.08
2017-06-27,2855.43
2017-07-02,2793.13
2017-07-07,2701.62
2017-07-12,2706.17
2017-07-17,2703.57
2017-07-22,2719.15
2017-07-27,2673.72
2017-08-01,2673.07
2017-08-06,2560.15
2017-08-11,2572.48
2017-08-16,2534.19
2017-08-21,2577.02
2017-08-26,2719.15
2017-08-31,2673.05
2017-09-05,2699.78
2017-09-10,2672.4
2017-09-15,2740.2
2017-09-20,2822.35
2017-09-25,2809.31
2017-09-30,2881.03
2017-10-05,2881.03
2017-10-10,3042.06
2017-10-15,3108.56
2017-10-20,3105.96
2017-10-25,3285.9
2017-10-30,3374.56
2017-11-04,3316.83
2017-11-09,3444.52
2017-11-14,3425.53
2017-11-19,3513.28
2017-11-24,3542.75
