date,open,close,high,low,amount
2020-12-30,1870.0,1933.0,1933.0,1869.99,34452.1
2020-12-31,1941.0,1998.0,1998.98,1939.0,38860.07
2021-01-04,1999.98,1997.0,2004.99,1983.81,43514.0
2021-01-05,1990.0,2059.45,2059.45,1982.46,52116.05
2021-01-06,2064.8,2100.0,2125.0,2036.03,47410.2
2021-01-07,2097.0,2140.0,2140.0,2075.0,37931.39
2021-01-08,2142.0,2090.0,2150.88,2063.02,53861.64
2021-01-11,2090.0,2099.73,2150.5,2058.6,51079.9
2021-01-12,2088.0,2160.9,2160.9,2085.0,41058.59
2021-01-13,2164.0,2164.0,2173.33,2135.0,34389.93
2021-01-14,2156.0,2134.0,2163.0,2116.11,36152.2
2021-01-15,2115.0,2082.0,2134.35,2029.0,59509.39
2021-01-18,2061.06,2063.0,2091.48,2040.27,39144.04
2021-01-19,2073.11,2009.41,2096.3,2006.85,46345.19
2021-01-20,2008.0,2040.63,2055.49,1982.5,45082.42
2021-01-21,2048.0,2070.0,2090.02,2041.0,38310.17
2021-01-22,2069.0,2079.95,2100.0,2060.1,29247.61
2021-01-25,2083.0,2175.0,2179.5,2083.0,55957.16
2021-01-26,2185.0,2141.89,2187.0,2125.11,31747.46
2021-01-27,2141.89,2089.0,2141.89,2085.0,37120.17
2021-01-28,2080.0,2088.0,2109.66,2060.02,35128.64
2021-01-29,2101.19,2116.18,2149.48,2090.22,33701.33
2021-02-01,2130.0,2109.32,2160.0,2095.0,29340.59
2021-02-02,2112.22,2145.0,2149.99,2102.1,34582.25
2021-02-03,2150.0,2189.91,2198.27,2140.0,38714.15
2021-02-04,2191.0,2320.85,2330.0,2191.0,63851.01
2021-02-05,2325.0,2313.0,2364.6,2291.0,39729.06
2021-02-08,2337.0,2368.8,2378.88,2313.0,35785.73
2021-02-09,2368.8,2456.43,2456.43,2350.0,33296.55
2021-02-10,2485.0,2601.0,2601.2,2485.0,61370.57
2021-02-18,2587.98,2471.0,2627.88,2465.0,65912.32
2021-02-19,2451.16,2460.0,2496.66,2381.6,59385.46
2021-02-22,2455.0,2288.02,2455.0,2278.22,78935.47
2021-02-23,2265.14,2307.0,2344.89,2265.0,57454.6
2021-02-24,2307.99,2189.0,2318.0,2160.5,82115.78
2021-02-25,2209.0,2150.0,2224.5,2121.21,59726.43
2021-02-26,2100.0,2122.78,2179.95,2067.3,66525.06
2021-03-01,2179.0,2158.0,2179.0,2120.0,44916.26
2021-03-02,2180.0,2058.0,2180.0,2033.0,70764.5
2021-03-03,2040.0,2140.0,2149.77,2033.0,54215.46
2021-03-04,2095.0,2033.0,2096.0,2010.1,65088.29
2021-03-05,2000.0,2060.11,2095.0,1988.0,63779.2
2021-03-08,2074.96,1960.0,2085.0,1960.0,63099.59
2021-03-09,1955.0,1936.99,2000.0,1900.18,82265.81
2021-03-10,1977.0,1970.01,1999.87,1967.0,51171.74
2021-03-11,1975.0,2048.0,2079.99,1961.48,56768.97
2021-03-12,2070.0,2026.0,2077.0,2002.01,40322.51
2021-03-15,2050.0,1975.45,2069.8,1951.15,62484.87
2021-03-16,1974.93,2010.5,2019.99,1965.0,34648.5
2021-03-17,2000.0,2030.36,2050.0,1976.01,31374.91
