date,value
2016-09-20,2945.8
2016-09-25,2939.2
2016-09-30,2926.0
2016-10-05,2926.0
2016-10-10,2937.0
2016-10-15,2994.2
2016-10-20,2943.6
2016-10-25,2950.2
2016-10-30,2934.8
2016-11-04,2912.8
2016-11-09,2884.2
2016-11-14,2866.6
2016-11-19,2866.6
2016-11-24,2899.6
2016-11-29,2963.4
2016-12-04,2934.8
2016-12-09,2893.0
2016-12-14,2844.6
2016-12-19,2833.6
2016-12-24,2811.6
2016-12-29,2767.6
2017-01-03,2774.2
2017-01-08,2796.2
2017-01-13,2811.6
2017-01-18,2844.6
2017-01-23,2862.2
2017-01-28,2866.6
2017-02-02,2866.6
2017-02-07,2855.6
2017-02-12,2886.4
2017-02-17,2886.4
2017-02-22,2901.8
2017-02-27,2862.2
2017-03-04,2864.4
2017-03-09,2857.8
2017-03-14,2877.6
2017-03-19,2893.0
2017-03-24,2952.4
2017-03-29,2919.4
2017-04-03,2919.4
2017-04-08,2919.4
2017-04-13,2985.4
2017-04-18,2961.2
2017-04-23,3038.2
2017-04-28,3055.8
2017-05-03,3080.0
2017-05-08,3115.2
2017-05-13,3106.4
2017-05-18,3132.8
2017-05-23,3247.2
2017-05-28,3220.8
2017-06-02,3295.6
2017-06-07,3256.0
2017-06-12,3275.8
2017-06-17,3168.0
2017-06-22,3258.2
2017-06-27,3302.2
2017-07-02,3383.6
2017-07-07,3374.8
2017-07-12,3372.6
2017-07-17,3295.6
2017-07-22,3306.6
2017-07-27,3302.2
2017-08-01,3363.8
2017-08-06,3295.6
2017-08-11,3326.4
2017-08-16,3374.8
2017-08-21,3361.6
2017-08-26,3379.2
2017-08-31,3295.6
2017-09-05,3275.8
2017-09-10,3350.6
2017-09-15,3311.0
2017-09-20,3295.6
2017-09-25,3366.0
2017-09-30,3315.4
2017-10-05,3315.4
2017-10-10,3359.4
2017-10-15,3381.4
2017-10-20,3511.2
2017-10-25,3583.8
2017-10-30,3535.4
2017-11-04,3528.8
2017-11-09,3634.4
2017-11-14,3577.2
2017-11-19,3724.6
2017-11-24,3707.0
2017-11-29,3630.0
2017-12-04,3625.6
2017-12-09,3634.4
2017-12-14,3623.4
2017-12-19,3603.6
2017-12-24,3614.6
2017-12-29,3429.8
2018-01-03,3517.8
2018-01-08,3515.6
2018-01-13,3581.6
2018-01-18,3535.4
2018-01-23,3548.6
2018-01-28,3533.2
2018-02-02,3559.6
2018-02-07,3579.4
2018-02-12,3432.0
2018-02-17,3517.8
2018-02-22,3544.2
2018-02-27,3638.8
2018-03-04,3685.0
2018-03-09,3731.2
2018-03-14,3674.0
2018-03-19,3663.0
2018-03-24,3627.8
2018-03-29,3542.0
2018-04-03,3491.4
2018-04-08,3489.2
2018-04-13,3506.8
2018-04-18,3526.6
2018-04-23,3550.8
2018-04-28,3544.2
2018-05-03,3515.6
2018-05-08,3557.4
2018-05-13,3548.6
2018-05-18,3691.6
2018-05-23,3660.8
2018-05-28,3720.2
2018-06-02,3691.6
2018-06-07,3746.6
2018-06-12,3770.8
2018-06-17,3887.4
2018-06-22,3654.2
2018-06-27,3568.4
2018-07-02,3487.0
2018-07-07,3590.4
2018-07-12,3548.6
2018-07-17,3526.6
2018-07-22,3680.6
2018-07-27,3612.4
2018-08-01,3691.6
2018-08-06,3608.0
2018-08-11,3597.0
2018-08-16,3544.2
2018-08-21,3645.4
2018-08-26,3566.2
2018-08-31,3480.4
2018-09-05,3495.8
2018-09-10,3429.8
2018-09-15,3456.2
2018-09-20,3509.0
2018-09-25,3568.4
2018-09-30,3603.6
2018-10-05,3603.6
2018-10-10,3476.0
2018-10-15,3388.0
2018-10-20,3482.6
2018-10-25,3478.2
2018-10-30,3436.4
2018-11-04,3434.2
2018-11-09,3223.0
2018-11-14,3174.6
2018-11-19,3234.0
2018-11-24,3135.0
2018-11-29,3132.8
2018-12-04,3234.0
2018-12-09,3157.0
2018-12-14,3291.2
2018-12-19,3366.0
2018-12-24,3339.6
2018-12-29,3493.6
2019-01-03,3425.4
2019-01-08,3423.2
2019-01-13,3385.8
2019-01-18,3465.0
2019-01-23,3511.2
2019-01-28,3500.2
2019-02-02,3597.0
2019-02-07,3597.0
2019-02-12,3594.8
2019-02-17,3586.0
2019-02-22,3564.0
2019-02-27,3568.4
2019-03-04,3577.2
2019-03-09,3665.2
2019-03-14,3583.8
2019-03-19,3726.8
2019-03-24,3766.4
2019-03-29,3711.4
2019-04-03,3715.8
2019-04-08,3641.0
2019-04-13,3713.6
2019-04-18,3669.6
2019-04-23,3691.6
2019-04-28,3643.2
2019-05-03,3711.4
2019-05-08,3634.4
2019-05-13,3630.0
2019-05-18,3643.2
2019-05-23,3718.0
2019-05-28,3786.2
2019-06-02,3896.2
2019-06-07,3854.4
2019-06-12,3940.2
2019-06-17,3869.8
2019-06-22,3878.6
2019-06-27,3918.2
2019-07-02,3924.8
2019-07-07,4041.4
2019-07-12,4006.2
2019-07-17,3979.8
2019-07-22,4001.8
2019-07-27,4070.0
2019-08-01,4127.2
2019-08-06,4034.8
2019-08-11,4149.2
2019-08-16,4191.0
2019-08-21,4129.4
2019-08-26,4147.0
2019-08-31,4096.4
2019-09-05,4063.4
2019-09-10,4105.2
2019-09-15,4147.0
2019-09-20,4151.4
2019-09-25,4056.8
2019-09-30,4010.6
2019-10-05,4010.6
2019-10-10,4012.8
2019-10-15,3938.0
2019-10-20,3900.6
2019-10-25,3913.8
2019-10-30,3869.8
2019-11-04,3960.0
2019-11-09,3960.0
2019-11-14,3918.2
2019-11-19,3975.4
2019-11-24,3938.0
2019-11-29,3988.6
2019-12-04,3946.8
2019-12-09,3942.4
2019-12-14,4072.2
2019-12-19,4050.2
2019-12-24,4004.0
2019-12-29,4001.8
2020-01-03,4085.4
2020-01-08,3971.0
2020-01-13,3975.4
2020-01-18,3902.8
2020-01-23,3773.0
2020-01-28,3773.0
2020-02-02,3773.0
2020-02-07,3935.8
2020-02-12,3867.6
2020-02-17,3891.8
2020-02-22,3856.6
2020-02-27,3790.6
2020-03-03,3865.4
2020-03-08,3845.6
2020-03-13,3740.0
2020-03-18,3678.4
2020-03-23,3634.4
2020-03-28,3720.2
2020-04-02,3797.2
2020-04-07,3795.0
2020-04-12,3751.0
2020-04-17,3766.4
2020-04-22,3788.4
2020-04-27,3874.2
2020-05-02,3839.0
2020-05-07,3746.6
2020-05-12,3788.4
2020-05-17,3775.2
2020-05-22,3689.4
2020-05-27,3735.6
2020-06-01,3916.0
2020-06-06,3905.0
2020-06-11,3872.0
2020-06-16,3880.8
2020-06-21,3997.4
2020-06-26,4199.8
2020-07-01,4279.0
2020-07-06,4248.2
2020-07-11,4155.8
2020-07-16,4208.6
2020-07-21,4107.4
2020-07-26,4004.0
2020-07-31,4041.4
2020-08-05,3997.4
2020-08-10,3973.2
2020-08-15,4006.2
2020-08-20,4175.6
2020-08-25,4081.0
2020-08-30,4177.8
2020-09-04,4402.2
2020-09-09,4397.8
2020-09-14,4598.0
2020-09-19,4556.2
2020-09-24,4268.0
2020-09-29,4188.8
2020-10-04,4340.79
2020-10-09,4302.21
2020-10-14,4338.52
2020-10-19,4280.02
2020-10-24,4259.55
2020-10-29,4298.21
2020-11-03,4548.37
2020-11-08,4630.24
2020-11-13,4630.24
2020-11-18,4496.07
2020-11-23,4525.63
2020-11-28,4618.87
2020-12-03,4602.95
2020-12-08,4509.71
2020-12-13,4550.65
2020-12-18,4491.52
2020-12-23,4332.32
2020-12-28,4350.52
2021-01-02,4357.34
2021-01-07,4373.26
2021-01-12,4357.34
2021-01-17,4366.44
2021-01-22,4300.49
2021-01-27,4357.34
2021-02-01,4418.74
2021-02-06,4418.74
2021-02-11,4477.87
2021-02-16,4477.87
2021-02-21,4543.82
2021-02-26,4491.52
2021-03-03,4555.19
2021-03-08,4593.86
2021-03-13,4848.56
2021-03-18,4646.16
2021-03-23,4768.97
2021-03-28,4737.13
2021-04-02,4803.08
2021-04-07,4805.35
2021-04-12,4819.0
2021-04-17,4655.26
2021-04-22,4639.34
2021-04-27,4575.66
2021-05-02,4541.55
2021-05-07,4493.79
2021-05-12,4496.07
2021-05-17,4493.79
2021-05-22,4457.4
2021-05-27,4421.02
2021-06-01,4532.45
2021-06-06,4518.81
2021-06-11,4705.29
2021-06-16,4639.34
2021-06-21,4534.73
2021-06-26,4693.92
2021-07-01,4750.77
2021-07-06,4609.77
2021-07-11,4618.87
2021-07-16,4386.9
2021-07-21,4323.23
2021-07-26,4284.57
2021-07-31,4320.95
2021-08-05,4355.07
2021-08-10,4446.03
2021-08-15,4457.4
2021-08-20,4514.26
2021-08-25,4486.97
2021-08-30,4341.42
2021-09-04,4562.02
2021-09-09,4637.07
2021-09-14,4568.84
2021-09-19,4618.87
2021-09-24,4796.26
2021-09-29,5030.5
2021-10-04,5003.21
2021-10-09,4991.84
2021-10-14,4703.02
2021-10-19,4846.29
2021-10-24,4775.79
2021-10-29,4832.65
2021-11-03,4814.45
2021-11-08,4627.97
2021-11-13,4541.55
2021-11-18,4557.47
2021-11-23,4543.82
2021-11-28,4441.49
2021-12-03,4441.49
2021-12-08,4441.49
2021-12-13,4743.95
2021-12-18,4982.74
2021-12-23,5048.69
2021-12-28,5087.35
2022-01-02,5162.4
2022-01-07,5039.6
2022-01-12,5064.61
2022-01-17,5144.21
2022-01-22,5226.08
2022-01-27,5089.63
2022-02-01,4985.02
2022-02-06,4985.02
2022-02-11,5398.92
2022-02-16,5251.1
2022-02-21,5242.0
2022-02-26,5173.77
2022-03-03,5446.68
2022-03-08,5276.11
2022-03-13,5139.66
2022-03-18,4953.18
2022-03-23,4978.19
2022-03-28,4946.35
2022-04-02,5053.24
2022-04-07,5155.58
2022-04-12,5239.72
2022-04-17,5321.6
2022-04-22,5387.55
2022-04-27,5203.34
2022-05-02,5166.95
2022-05-07,5166.95
2022-05-12,5073.71
2022-05-17,5230.63
2022-05-22,5298.85
2022-05-27,5394.37
2022-06-01,5510.35
2022-06-06,5487.61
2022-06-11,5462.59
2022-06-16,5282.93
2022-06-21,5264.74
2022-06-26,5314.77
2022-07-01,5530.82
2022-07-06,5471.69
2022-07-11,5614.97
2022-07-16,5526.27
2022-07-21,5460.32
2022-07-26,5480.79
2022-07-31,5430.76
2022-08-05,5476.24
2022-08-10,5433.03
2022-08-15,5460.32
2022-08-20,5364.8
2022-08-25,5364.8
2022-08-30,5294.3
2022-09-04,5417.11
2022-09-09,5437.58
2022-09-14,5389.82
2022-09-19,5339.79
2022-09-24,5305.68
2022-09-29,5094.18
2022-10-04,5171.5
2022-10-09,5171.5
2022-10-14,5221.53
2022-10-19,5087.35
2022-10-24,4964.55
2022-10-29,4703.02
2022-11-03,4543.82
2022-11-08,4559.74
2022-11-13,4650.71
2022-11-18,4787.16
2022-11-23,4857.66
2022-11-28,4889.5
2022-12-03,4859.94
2022-12-08,4753.05
2022-12-13,4693.92
2022-12-18,4743.95
2022-12-23,4641.61
2022-12-28,4700.74
2023-01-02,4775.79
2023-01-07,4750.77
2023-01-12,4703.02
2023-01-17,4703.02
2023-01-22,4782.61
2023-01-27,4782.61
2023-02-01,4728.03
2023-02-06,4771.24
2023-02-11,5019.09
2023-02-16,4957.56
2023-02-21,5033.29
2023-02-26,4974.13
2023-03-03,5047.48
2023-03-08,4959.93
2023-03-13,4955.2
2023-03-18,5016.72
2023-03-23,4950.46
2023-03-28,4775.35
2023-04-02,5028.55
2023-04-07,4988.33
2023-04-12,5064.05
2023-04-17,5040.39
2023-04-22,4983.59
2023-04-27,5356.09
2023-05-02,5353.65
2023-05-07,5407.48
2023-05-12,5605.67
2023-05-17,5598.33
2023-05-22,5683.97
2023-05-27,5520.03
2023-06-01,5475.99
2023-06-06,5461.31
2023-06-11,5593.43
2023-06-16,5431.94
2023-06-21,5407.48
2023-06-26,5441.73
2023-07-01,5397.69
2023-07-06,5383.01
2023-07-11,5383.01
2023-07-16,5498.01
2023-07-21,5285.14
2023-07-26,5233.75
2023-07-31,5250.88
2023-08-05,5270.45
2023-08-10,5405.03
2023-08-15,5387.9
2023-08-20,5397.69
2023-08-25,5422.16
2023-08-30,5375.67
2023-09-04,5302.26
2023-09-09,5343.86
2023-09-14,5551.84
2023-09-19,5512.69
2023-09-24,5500.46
2023-09-29,5441.73
2023-10-04,5441.73
2023-10-09,5520.03
2023-10-14,5564.07
2023-10-19,5517.58
2023-10-24,5529.82
2023-10-29,5441.73
2023-11-03,5556.73
2023-11-08,5473.54
2023-11-13,5512.69
2023-11-18,5534.71
2023-11-23,5534.71
2023-11-28,5505.35
2023-12-03,5561.63
2023-12-08,5534.71
2023-12-13,5625.24
2023-12-18,5644.82
2023-12-23,5671.73
2023-12-28,5696.2
2024-01-02,5794.07
2024-01-07,5808.75
2024-01-12,5757.37
2024-01-17,5705.99
2024-01-22,5683.97
2024-01-27,5904.18
2024-02-01,5909.07
2024-02-06,6048.54
2024-02-11,6028.97
2024-02-16,6028.97
2024-02-21,6212.48
2024-02-26,6104.82
